site_name,headline,content,author,publication_date,source_url,scraped_date,collection_type,category
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-10-27,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171027&id=1,2017-10-27,BROAD_YEAR_COLLECTION,Culture
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-10-27,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171027&id=2,2017-10-27,BROAD_YEAR_COLLECTION,Technology
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-10-27,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171027&id=3,2017-10-27,BROAD_YEAR_COLLECTION,Health
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-10-27,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171027&id=4,2017-10-27,BROAD_YEAR_COLLECTION,Economics
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-11-01,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171101&id=0,2017-11-01,BROAD_YEAR_COLLECTION,Economics
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-11-01,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171101&id=1,2017-11-01,BROAD_YEAR_COLLECTION,Education
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-11-01,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171101&id=2,2017-11-01,BROAD_YEAR_COLLECTION,Health
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-07-11,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170711&id=0,2017-07-11,BROAD_YEAR_COLLECTION,Sports
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-07-11,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170711&id=1,2017-07-11,BROAD_YEAR_COLLECTION,Education
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-07-11,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170711&id=2,2017-07-11,BROAD_YEAR_COLLECTION,Science
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-07-11,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170711&id=3,2017-07-11,BROAD_YEAR_COLLECTION,Economics
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-03-30,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170330&id=0,2017-03-30,BROAD_YEAR_COLLECTION,Politics
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-03-30,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170330&id=1,2017-03-30,BROAD_YEAR_COLLECTION,Economics
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-03-30,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170330&id=2,2017-03-30,BROAD_YEAR_COLLECTION,Education
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-03-30,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170330&id=3,2017-03-30,BROAD_YEAR_COLLECTION,Culture
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-03-30,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170330&id=4,2017-03-30,BROAD_YEAR_COLLECTION,Technology
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-03-30,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170330&id=5,2017-03-30,BROAD_YEAR_COLLECTION,Economics
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-03-30,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170330&id=6,2017-03-30,BROAD_YEAR_COLLECTION,Politics
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-03-30,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170330&id=7,2017-03-30,BROAD_YEAR_COLLECTION,Technology
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-10-30,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171030&id=0,2017-10-30,BROAD_YEAR_COLLECTION,Education
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-10-30,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171030&id=1,2017-10-30,BROAD_YEAR_COLLECTION,Economics
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-10-30,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171030&id=2,2017-10-30,BROAD_YEAR_COLLECTION,Politics
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-10-30,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171030&id=3,2017-10-30,BROAD_YEAR_COLLECTION,Science
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-10-30,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171030&id=4,2017-10-30,BROAD_YEAR_COLLECTION,Politics
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-10-30,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171030&id=5,2017-10-30,BROAD_YEAR_COLLECTION,Culture
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-02-27,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170227&id=0,2017-02-27,BROAD_YEAR_COLLECTION,Economics
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-02-27,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170227&id=1,2017-02-27,BROAD_YEAR_COLLECTION,Economics
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-02-27,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170227&id=2,2017-02-27,BROAD_YEAR_COLLECTION,Politics
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-02-27,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170227&id=3,2017-02-27,BROAD_YEAR_COLLECTION,Health
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-02-27,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170227&id=4,2017-02-27,BROAD_YEAR_COLLECTION,Education
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-02-27,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170227&id=5,2017-02-27,BROAD_YEAR_COLLECTION,Economics
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-02-27,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170227&id=6,2017-02-27,BROAD_YEAR_COLLECTION,Culture
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-09-09,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170909&id=0,2017-09-09,BROAD_YEAR_COLLECTION,Technology
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-09-09,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170909&id=1,2017-09-09,BROAD_YEAR_COLLECTION,Education
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-09-09,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170909&id=2,2017-09-09,BROAD_YEAR_COLLECTION,Education
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-09-09,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170909&id=3,2017-09-09,BROAD_YEAR_COLLECTION,Sports
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-10-04,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171004&id=0,2017-10-04,BROAD_YEAR_COLLECTION,Health
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-10-04,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171004&id=1,2017-10-04,BROAD_YEAR_COLLECTION,Sports
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-10-04,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171004&id=2,2017-10-04,BROAD_YEAR_COLLECTION,Politics
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-10-04,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171004&id=3,2017-10-04,BROAD_YEAR_COLLECTION,Education
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-10-04,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171004&id=4,2017-10-04,BROAD_YEAR_COLLECTION,Education
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-10-04,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171004&id=5,2017-10-04,BROAD_YEAR_COLLECTION,Technology
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-10-04,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171004&id=6,2017-10-04,BROAD_YEAR_COLLECTION,Politics
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-03-03,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170303&id=0,2017-03-03,BROAD_YEAR_COLLECTION,Politics
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-03-03,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170303&id=1,2017-03-03,BROAD_YEAR_COLLECTION,Politics
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-03-03,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170303&id=2,2017-03-03,BROAD_YEAR_COLLECTION,Health
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-03-03,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170303&id=3,2017-03-03,BROAD_YEAR_COLLECTION,Technology
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-03-03,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170303&id=4,2017-03-03,BROAD_YEAR_COLLECTION,Health
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-03-03,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170303&id=5,2017-03-03,BROAD_YEAR_COLLECTION,Education
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-03-03,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170303&id=6,2017-03-03,BROAD_YEAR_COLLECTION,Education
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-03-03,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170303&id=7,2017-03-03,BROAD_YEAR_COLLECTION,Science
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-12-15,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171215&id=0,2017-12-15,BROAD_YEAR_COLLECTION,Economics
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-12-15,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171215&id=1,2017-12-15,BROAD_YEAR_COLLECTION,Sports
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-12-15,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171215&id=2,2017-12-15,BROAD_YEAR_COLLECTION,Politics
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-12-15,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171215&id=3,2017-12-15,BROAD_YEAR_COLLECTION,Technology
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-12-15,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171215&id=4,2017-12-15,BROAD_YEAR_COLLECTION,Economics
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-12-15,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171215&id=5,2017-12-15,BROAD_YEAR_COLLECTION,Health
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-12-15,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171215&id=6,2017-12-15,BROAD_YEAR_COLLECTION,Sports
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-11-23,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171123&id=0,2017-11-23,BROAD_YEAR_COLLECTION,Technology
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-11-23,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171123&id=1,2017-11-23,BROAD_YEAR_COLLECTION,Health
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-11-23,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171123&id=2,2017-11-23,BROAD_YEAR_COLLECTION,Science
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-11-23,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171123&id=3,2017-11-23,BROAD_YEAR_COLLECTION,Technology
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-11-23,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171123&id=4,2017-11-23,BROAD_YEAR_COLLECTION,Economics
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-05-27,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170527&id=0,2017-05-27,BROAD_YEAR_COLLECTION,Economics
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-05-27,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170527&id=1,2017-05-27,BROAD_YEAR_COLLECTION,Technology
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-05-27,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170527&id=2,2017-05-27,BROAD_YEAR_COLLECTION,Sports
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-05-27,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170527&id=3,2017-05-27,BROAD_YEAR_COLLECTION,Sports
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-05-27,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170527&id=4,2017-05-27,BROAD_YEAR_COLLECTION,Economics
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-05-27,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170527&id=5,2017-05-27,BROAD_YEAR_COLLECTION,Science
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-05-27,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170527&id=6,2017-05-27,BROAD_YEAR_COLLECTION,Health
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-01-06,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170106&id=0,2017-01-06,BROAD_YEAR_COLLECTION,Culture
